Id,SalePrice
2658,134673.93210934033
2718,159567.10061393114
2414,211797.06062443266
1989,105325.91453834334
625,173755.2666475376
333,94137.04855216751
1327,109061.36641478585
858,155325.28005105848
95,183968.79923314333
1568,170830.99828151028
2482,154038.965859959
1364,117952.58991587383
2584,140240.70214697332
818,292138.513852246
2673,149534.33801239694
2089,120507.94100467306
1297,138063.09678677344
790,113712.78987249128
2616,180545.61339306936
720,166069.1945868112
222,164575.87961954786
557,123367.53400744604
1148,194244.5242044551
2766,156646.32285683922
534,176345.73464044632
1452,129312.99374148823
630,122774.17624353303
2648,111170.99614465318
125,157777.31035686645
1904,68910.18186309499
1670,111140.93009044295
756,95435.29950319449
717,195586.8317916617
1032,154204.54166342277
852,211922.49845678604
1731,168823.6382682197
2639,116830.4736741593
2071,94516.16403434445
1267,126354.32986207985
1851,184482.67616838316
567,168531.9872768052
2439,199776.45932381708
1898,150171.6760250246
647,159283.2375479175
2256,214270.73722961635
979,92249.28016133035
1444,218078.05119616835
2485,110611.78905202512
157,139038.35519186986
88,120760.3136934135
2003,110092.29435369
186,190084.8796445753
1425,239461.13291837592
2695,120812.91298544593
738,107463.1026888703
395,162291.63370346866
1353,162393.35337898036
1878,131985.8835436551
390,156910.25012416055
1456,230370.56863362118
1103,313697.32248168037
1387,125195.82281945547
2070,145934.41623670113
1199,166439.72275602035
2479,169191.2513186235
501,308666.9586274786
2362,96775.01071667636
1718,194638.13448613352
2188,86252.42526613429
1483,153740.5152011101
2557,95866.78494675433
437,403007.18896292645
2224,192399.13548145528
1628,166775.49007404182
397,144689.85357914586
587,186798.5031333103
2182,955524.4857933824
971,135669.38785908045
2611,138290.31465766495
1887,108117.29614762917
2399,361300.0598992286
2148,196315.331576893
304,112153.9158875563
1997,123429.44281217399
2817,110216.40674484157
1431,200310.44402991515
427,335600.4484515431
263,130151.56873523352
598,159579.25311212253
2895,217810.17181604254
687,135894.44360781944
1822,136020.4366636611
2191,98955.21884671524
179,121627.06708163946
1009,210696.77372423542
2010,133188.9078426755
1991,128332.2291809132
1411,181637.80615263226
1721,208800.75591122333
1144,184878.3892850061
593,213085.70792958073
575,319365.3081001422
1249,168872.0152615889
1604,129386.04434400795
1064,588207.2325018959
1923,153229.3483514675
1988,114013.17611432726
2325,165299.54015932212
114,201765.2956082962
2700,158456.65447988964
217,129073.28070808793
343,173648.87027886068
386,213051.14616292578
2005,122229.98417304091
2908,139660.46028317526
1814,230852.29233188907
2446,598660.7308219102
208,135133.12477509907
1679,109962.83017585248
822,330994.6103449984
6,195249.47361715368
1781,419295.94366954966
2397,282407.0168718925
2340,311085.0055351404
1618,168675.1372587731
2843,137242.85770431024
1061,376009.444395397
2786,134891.79818105575
1935,139233.66880042345
1341,124594.91605541215
521,263242.7059272465
2136,137247.61696290976
996,199160.66803566014
227,145876.2296789304
135,179931.19733871476
1167,165626.77101321903
294,222637.32775694906
1776,202948.4237594326
540,155277.94156674852
1717,200954.82522796345
2303,136491.7604641836
116,186142.34724282415
127,139370.18249916617
1371,128007.75176069677
1014,129922.63071038842
1507,105707.70329134312
702,111847.81701753377
750,141743.24313400243
261,155600.41388479498
1559,73735.92233153038
577,199544.92579332626
2812,193505.70153618942
2080,151553.71101734423
1368,101794.61837472675
2376,124696.62582195223
659,108806.19877446684
1235,137418.80498875253
332,80078.49291983132
1917,142441.23553449524
2094,252136.18086499965
1460,254278.81219548977
1471,217918.81601178955
1509,122365.84060212054
1922,137450.63411319515
433,621961.0746109023
460,246057.45205383058
1116,237738.59392460732
1137,157503.7439874289
53,165253.83080104954
2354,272656.5069941677
1475,194647.72205762318
1761,758843.2426303938
842,144634.450235185
2739,166140.6844653863
2509,150762.7005665702
1007,197429.46438937754
2610,186067.8172622666
1952,91669.28316539642
2719,162274.74388262111
2921,87204.26339109629
1966,136911.5909824349
292,109805.19069464358
1204,176213.32913391685
1829,257874.53105097896
2419,184314.236318235
391,146496.8288210965
798,109567.83526282571
481,195373.758678489
193,185196.96893066977
555,119927.45653514894
899,67852.45165778747
2357,181518.40147097732
328,116480.4536276932
1356,117239.57850199843
1154,102983.37395748688
1730,171196.48194011892
2249,162327.28974618283
1119,288300.22254477086
2856,140746.75274732753
1394,131522.527489868
2587,120574.49044444361
61,318955.2457356088
2661,161244.46237647993
2711,135584.64802428885
1147,168143.7136310518
757,121659.2068576445
2623,101512.52436017434
2378,135213.13505077953
1413,135958.54589247482
1722,212005.46801941175
1112,225958.8555721252
1623,191513.71256911336
1201,180836.24558837275
1513,118347.67571204032
957,538910.2795174445
1171,267513.5824513723
1145,184350.80785429323
2726,240046.04738182735
703,148022.11772677337
760,92269.70618773975
1964,144588.67944937956
2512,184410.13891429422
159,125389.02188311555
1281,160193.4208465452
468,181131.46482279195
290,129524.06921249868
665,96564.74441962653
1463,252902.67042686677
1792,222201.60850312476
923,148049.6801033644
500,250568.0742859852
1408,168724.11791708905
331,85406.13536644653
170,112698.76545637987
2192,100630.60950703247
2571,283482.83178915596
2314,169205.96047264858
2647,94855.64026222925
422,488597.86997572443
2457,387164.2535351416
1838,202266.98197522026
2805,249865.92213980685
1645,150848.8319468498
1711,293741.39070186875
2825,231013.75518409623
322,380382.2414331527
2103,254534.0262247268
342,121413.39045123202
600,127560.66090617502
488,171829.28220651383
1725,302343.46336267225
2246,283422.9863467951
2847,154398.65198828524
806,238893.1979869285
530,234162.09637404996
963,189474.79246463208
2678,101950.91782456564
171,88362.05492812347
2401,483381.0503881488
805,225897.3265963717
2259,236135.01315603647
1748,185152.09639928158
1361,126263.62357692755
1677,108296.5752659606
1406,149011.40005879293
2322,254557.59135105525
688,146500.24375382325
143,144837.43972420457
804,212253.8244391774
1214,170851.1411389867
2828,140573.31203290657
1999,167430.84967667577
2467,197352.89151462086
2665,149859.91341159088
1538,399999.28354467347
398,120812.12332086105
2822,137079.97367241292
2157,147134.31698316926
1856,192932.80318367257
1269,98839.63016130132
2570,112798.49341536817
2320,230371.76074749458
1517,124922.91145326008
2304,119576.9783158608
1312,101713.47964466923
2012,135491.80657777158
506,243128.12162111234
2865,214100.97166795292
2367,99148.90467314144
554,79618.87021873127
238,132218.5764335736
1954,118845.2431567341
2488,124888.77235062374
2291,76678.56957106048
1969,109956.74189225916
2725,148505.66812745616
1482,151856.17061816106
2763,189346.05377693215
503,250400.55003152994
1584,241175.85733445687
1531,126219.42688545045
2210,142615.5479639137
459,334953.84749710653
556,129517.65909322965
1347,117901.85244681004
1290,83098.647461832
1388,95812.57630865458
1571,400173.5098920401
2754,199830.976073616
765,128272.16186299593
2494,126877.29899811457
2870,233990.5888666708
7,215298.3090736078
1114,237483.79810269922
2418,274808.7560039781
291,120177.39136348187
18,332117.689922138
39,402157.4312867604
1001,233557.33374425376
2442,223599.1494137469
616,113396.97514074123
2680,77832.28302951521
1414,132749.48272208043
289,153505.22133224472
40,242701.93384566042
860,128886.51318543269
409,137400.80651681148
673,155196.57178828013
2427,173832.1623656714
2036,213852.999142833
2564,135103.10510546595
642,146748.1846416555
1008,175115.00500296292
1908,134927.71884223362
2519,179663.3964214561
1369,91305.6064599307
2855,159582.33107587107
712,107733.36373526798
1943,101877.18689322044
1958,120369.71383678447
